,age,class_of_worker,education,marital_stat,major_occupation_code,race,sex,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,detailed_household_summary_in_household,num_persons_worked_for_employer,country_of_birth_self,citizenship,own_business_or_self_employed,weeks_worked_in_year,target
3516,30, Private, Some college but no degree, Never married, Transportation and material moving, White, Male,0, Single, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
3517,61, Local government, High school graduate, Married-civilian spouse present, Executive admin and managerial, White, Female,1000, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,2,52, - 50000.
3518,40, Private, High school graduate, Married-civilian spouse present, Adm support including clerical, White, Male,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,2,52, - 50000.
3519,36, Local government, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,40, - 50000.
3520,38, Private, 11th grade, Separated, Other service, Black, Female,0, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, - 50000.
3521,50, Private, Some college but no degree, Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,2, United-States, Native- Born in the United States,0,31, - 50000.
3522,48, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
3523,19, Not in universe, High school graduate, Never married, Not in universe, Amer Indian Aleut or Eskimo, Female,0, Nonfiler, Not in universe, Other relative of householder,5, United-States, Native- Born in the United States,0,10, - 50000.
3524,59, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
3525,61, Not in universe, 1st 2nd 3rd or 4th grade, Widowed, Not in universe, White, Female,0, Single, Not in universe, Householder,4, Mexico, Foreign born- Not a citizen of U S ,0,52, - 50000.
3526,79, Not in universe, 11th grade, Married-civilian spouse present, Not in universe, White, Male,0, Nonfiler, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
3527,35, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, Columbia, Foreign born- Not a citizen of U S ,0,0, - 50000.
3528,35, Private, Some college but no degree, Never married, Other service, White, Female,150, Single, South, Householder,6, United-States, Native- Born in the United States,2,52, - 50000.
3529,20, Not in universe, Some college but no degree, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child 18 or older,0, United-States, Native- Born in the United States,0,0, - 50000.
3530,7, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3531,5, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3532,31, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Northeast, Householder,3, Mexico, Foreign born- Not a citizen of U S ,2,48, - 50000.
3533,41, Self-employed-not incorporated, Associates degree-academic program, Married-civilian spouse present, Sales, White, Male,25, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
3534,47, Private, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Sales, White, Male,4000, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, 50000+.
3535,45, State government, High school graduate, Married-civilian spouse present, Executive admin and managerial, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,5, United-States, Native- Born in the United States,0,40, - 50000.
3536,26, Local government, Masters degree(MA MS MEng MEd MSW MBA), Never married, Professional specialty, White, Female,0, Single, Not in universe, Nonrelative of householder,5, United-States, Native- Born in the United States,0,52, - 50000.
3537,36, Private, Some college but no degree, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,0,52, - 50000.
3538,87, Not in universe, 10th grade, Widowed, Not in universe, White, Female,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
3539,35, Self-employed-not incorporated, Some college but no degree, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
3540,13, Not in universe, Children, Never married, Not in universe, Black, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, ?, Foreign born- Not a citizen of U S ,0,0, - 50000.
3541,7, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3542,9, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3543,53, Not in universe, 9th grade, Widowed, Not in universe, Black, Female,0, Nonfiler, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
3544,23, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,200, Joint both under 65, Not in universe, Spouse of householder,1, ?, Foreign born- Not a citizen of U S ,0,52, - 50000.
3545,41, Private, 11th grade, Married-civilian spouse present, Sales, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
3546,40, Private, High school graduate, Married-civilian spouse present, Executive admin and managerial, White, Male,0, Joint both under 65, Not in universe, Householder,2, United-States, Native- Born in the United States,0,52, - 50000.
3547,57, Not in universe, 5th or 6th grade, Married-civilian spouse present, Not in universe, White, Male,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
3548,12, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3549,2, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3550,34, Private, 11th grade, Never married, Other service, White, Female,0, Single, Abroad, Nonrelative of householder,3, Ireland, Foreign born- Not a citizen of U S ,0,52, - 50000.
3551,4, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3552,59, Not in universe, 7th and 8th grade, Widowed, Not in universe, White, Female,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
3553,6, Not in universe, Children, Never married, Not in universe, Other, Male,0, Nonfiler, South, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3554,64, Not in universe, High school graduate, Widowed, Not in universe, White, Female,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
3555,60, Private, High school graduate, Widowed, Sales, White, Female,3000, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, - 50000.
3556,9, Not in universe, Children, Never married, Not in universe, Black, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
3557,10, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
